feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Akkermansia	Enterococcus	Veillonellaceae	Ralstonia	Klebsiella	f__Enterobacteriaceae.g__unassigned	Pseudomonas
Cah8-297-CE	4	1326	0	0	921	7	7	0	20	0	75	15	32	1821	309	0	19	168	66	0	0	68	0	0	2819	0	267	130	0	306	23	0	90	0	0	127	0	0	2	7	23	0	0	61	2	91	0	80	140	351	24	113	757	145	2011	30	739	218	0	0	481	20	30	0	63	15	25	236	191	24	8	16	29	0	0	0	221	192	0	7	0	70	0	310	441	59	18	10	25	7	8	14	37	3	0	645	58	193	25	56	0	2	0	2	0	3155	12	57	9	0	963	477	0	5	0	94	15	0	209	7	0	45	5	40	0	2	22	0	256	16	0	123	0	15	0	0	6	0	146	0	6	114	0	0	0	0	0	0
Cah8-297-RE	3	1419	5	0	1191	4	12	0	31	0	101	27	37	1854	326	0	10	183	62	0	0	64	0	0	2744	0	299	138	0	256	22	0	20	0	0	126	0	0	2	15	23	0	0	101	0	138	0	115	193	448	27	123	811	233	2031	49	835	233	0	0	527	16	18	0	66	7	48	209	190	22	7	31	34	0	0	0	244	158	6	25	0	76	0	304	475	70	29	5	22	0	2	28	28	2	0	746	47	238	33	74	0	3	0	0	0	3295	6	71	11	0	955	450	0	6	0	121	29	0	291	14	0	34	5	82	0	0	29	0	366	36	0	153	0	18	2	0	5	4	148	0	15	184	0	0	0	0	0	0
Cah8-298-RE	11	894	11	0	0	0	0	0	0	273	0	0	0	2798	0	0	0	0	81	0	0	0	0	0	0	0	0	684	0	0	0	0	0	0	14	0	0	0	0	87	7	3	69	212	5	0	0	24	0	106	0	0	145	262	3463	0	0	671	28	108	180	74	0	61	150	0	0	0	37	164	259	0	774	219	16	0	52	162	0	87	0	0	102	1808	268	5	25	2	83	151	216	24	184	3	5	264	15	415	90	144	4	0	0	9	0	3241	92	233	380	60	479	93	145	0	0	22	0	3	154	89	0	0	0	0	0	0	0	0	80	0	0	114	0	0	3	0	152	54	0	0	0	0	0	0	0	0	0	0
Cah8-299-CE	18	13	0	8	1580	0	51	400	0	5	0	0	0	7552	0	784	4	71	87	0	0	360	0	54	0	0	562	268	0	0	156	0	0	0	0	34	7	0	37	0	0	18	0	162	0	6	0	17	0	0	0	0	0	451	2473	42	191	370	0	0	131	0	66	14	949	2	3	4	3	35	474	3	11	97	0	0	0	445	0	0	0	157	2848	5201	2056	0	44	0	279	747	50	0	206	0	0	198	26	82	0	116	0	31	0	17	0	555	0	10	0	0	0	54	98	0	60	49	0	0	107	0	0	0	0	2	0	2	0	14	13	0	0	398	0	0	4	2	162	570	0	0	0	29	0	0	0	0	0	0
Cah8-300-CE	16	276	0	0	2277	0	4	2	70	4	373	48	84	5070	191	29	7	39	72	116	843	66	0	0	507	0	181	1314	0	74	135	28	14	282	0	7	0	149	0	0	0	0	3	152	3	0	4	43	0	14	0	0	159	89	3104	573	669	1955	5	0	257	0	75	0	359	17	66	106	23	34	215	26	663	0	0	0	7	217	13	8	0	0	0	1670	1177	0	62	0	111	10	7	43	54	29	0	531	0	12	28	44	2	7	0	4	6	2158	0	69	16	2	668	1058	9	0	9	26	0	0	56	0	0	21	10	2	17	4	0	0	3	0	38	226	0	0	17	8	13	10	918	0	27	0	0	0	0	0	0	0
Cah8-301-RE	0	47	0	0	473	0	152	24	0	4	0	0	0	6682	518	48	0	58	191	0	0	0	0	0	0	101	108	223	7	69	42	0	6	0	0	62	0	0	31	16	0	0	0	75	0	12	0	94	141	95	5	20	48	16	681	271	741	294	0	0	59	10	0	0	1096	0	7	62	48	67	383	12	249	0	0	0	9	61	0	0	0	9	325	371	1264	0	28	0	79	24	23	2	106	34	3	174	39	231	4	111	0	0	341	0	0	3055	0	32	108	0	35	642	8	8	2	29	26	6	39	0	0	25	0	0	6	0	0	0	0	0	0	280	0	0	0	0	138	40	904	0	2	0	0	0	0	0	0	0
Cah8-302-CE	3	0	0	0	84	0	0	62	5	55	29	12	0	7307	470	264	0	178	294	0	0	259	0	0	0	0	327	671	0	0	30	0	5	0	157	58	564	0	29	0	0	6	0	39	4	0	2	5	4	99	0	0	0	10	282	0	45	144	52	1908	0	14	0	0	958	0	4	74	0	30	111	18	22	27	549	0	0	24	0	0	0	0	0	2484	1962	0	37	3	189	670	83	3	256	44	0	70	117	58	15	234	0	25	9	4	0	604	0	70	12	0	8	105	360	0	5	31	0	14	5	0	18	5	0	0	0	0	2	0	0	0	0	1048	0	0	4	0	357	46	308	3482	0	0	0	0	0	0	0	0
Cah8-302-RE	9	11	3	0	149	0	0	80	0	62	75	30	0	5571	509	172	0	150	372	0	0	192	0	0	0	0	243	447	0	0	54	0	25	0	77	24	371	0	25	0	0	0	11	73	5	0	0	30	9	123	0	2	0	9	315	0	122	241	64	1167	10	35	0	2	650	0	0	63	0	49	91	4	39	26	381	0	0	54	0	0	0	0	0	1822	1379	0	52	10	174	407	45	13	183	18	5	60	103	98	8	196	13	12	11	5	0	1531	0	56	6	0	5	79	225	0	3	44	0	7	11	0	17	0	0	0	0	4	15	0	0	0	0	750	0	0	0	0	308	40	478	2470	0	0	0	0	0	0	0	0
Cah8-303-CE	0	235	0	0	1629	0	73	0	0	22	0	0	0	4729	206	0	0	29	52	0	0	0	0	0	0	0	325	98	0	0	14	0	0	191	0	59	0	408	0	0	3	0	0	95	0	49	0	224	60	48	35	34	1302	46	1640	119	946	344	0	0	924	24	0	0	553	146	24	36	66	24	18	24	79	0	0	0	167	167	0	74	0	17	0	107	262	94	53	6	35	10	54	14	40	0	0	210	21	164	6	88	0	0	1465	0	0	5816	0	59	0	0	200	718	31	0	3	10	41	0	87	0	0	16	15	0	0	0	24	0	170	0	0	158	0	0	0	0	0	364	32	0	4	107	0	0	0	0	0	0
Cah8-303-RE	0	266	0	0	2041	0	135	0	0	24	0	0	0	5203	259	7	0	43	65	0	0	0	0	0	0	0	416	119	0	0	16	0	0	292	0	57	0	598	0	0	12	4	0	156	0	98	0	281	114	70	33	26	1207	72	1993	139	964	348	0	0	961	25	0	0	522	157	35	59	75	25	20	26	185	0	0	0	171	223	0	77	0	26	0	136	269	82	51	11	42	20	63	12	56	0	0	262	21	117	14	82	0	0	1600	4	0	6483	3	57	0	3	220	905	38	0	0	6	38	0	95	0	0	36	17	0	0	0	45	0	232	0	0	166	0	0	0	0	0	435	56	0	2	158	0	0	0	0	0	0
Cah8-304-CE	2	3	0	0	150	0	24	69	0	16	0	252	0	3940	643	27	0	176	91	68	2357	0	0	0	8	0	724	143	9	0	144	0	3	27	4	0	0	68	5	9	3	2	0	90	0	0	0	366	50	0	10	37	91	0	277	200	369	442	0	0	17	54	0	0	547	0	11	0	0	64	283	10	163	0	0	0	5	16	0	0	0	7	73	708	4576	5	26	0	9	32	22	22	126	4	0	712	13	1225	21	232	0	0	162	0	0	2236	11	46	121	0	28	182	22	34	11	21	0	0	140	37	0	26	3	0	0	0	76	0	69	0	0	184	35	0	3	3117	411	0	1533	107	9	342	0	0	0	0	0	0
Cah8-304-RE	0	6	4	0	170	5	11	67	0	0	0	231	0	3218	504	15	0	113	95	60	2091	0	0	0	8	0	566	105	8	0	90	0	3	30	13	0	0	74	8	20	0	0	0	96	0	0	0	304	72	0	5	27	197	6	216	155	461	398	6	0	17	60	0	0	425	0	4	7	0	53	256	2	136	0	0	0	0	11	2	0	0	7	55	563	3280	3	32	0	27	28	15	41	133	2	0	898	13	1270	16	185	9	0	160	0	0	2149	18	30	96	3	33	121	11	68	8	15	0	0	147	44	0	17	2	0	0	0	67	0	44	0	0	114	39	0	0	2334	351	2	1370	69	0	308	0	0	0	0	0	0
Cah8-305-CE	0	457	0	0	1783	0	3	216	0	0	0	0	0	5488	0	88	0	0	2	0	0	0	0	0	0	0	68	2	0	0	7	0	0	0	39	165	0	541	8	0	0	0	0	4	0	0	0	0	0	0	0	0	50	643	1542	0	133	387	0	0	230	0	0	3	475	60	4	60	0	11	0	0	8	0	62	20	0	151	0	17	0	0	711	629	127	6	34	0	66	42	25	0	82	0	0	0	0	2	0	26	0	0	0	0	0	923	0	19	0	0	3	78	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	242	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
Cah8-305-RE2	0	24	0	4	395	21	15	42	0	64	0	0	0	11653	1426	2	10	0	127	0	0	0	0	0	0	0	818	226	0	14	78	0	0	0	656	0	0	0	14	68	0	5	0	79	2	0	20	99	0	0	4	421	45	1	201	58	1225	89	0	0	16	0	0	0	550	3	0	48	2	32	3	0	41	96	0	0	7	0	0	2	0	0	129	1304	744	7	55	0	35	430	45	0	431	0	0	147	83	15	21	281	8	0	40	0	0	5713	0	167	264	0	82	134	3	0	6	30	0	0	9	0	0	12	13	0	8	2	389	0	184	2018	45	393	0	0	0	0	142	1104	0	997	0	5	0	0	0	176	0	0
Cah8-308-CE	0	9	8	0	378	12	27	42	0	51	0	0	0	9114	1347	3	14	0	82	0	0	0	0	0	0	0	779	325	0	10	63	0	3	0	41	0	0	0	11	39	0	13	0	89	0	0	8	57	0	0	0	391	56	5	379	53	2184	214	0	0	33	13	0	0	692	0	0	40	16	43	11	2	41	170	0	0	6	0	0	6	0	0	210	2007	1143	4	80	0	59	392	18	0	480	0	11	207	76	18	30	237	2	0	41	4	0	6290	0	137	360	2	109	116	0	0	2	37	0	8	8	0	0	3	8	0	7	0	327	0	138	1888	39	422	0	0	4	0	161	912	0	974	0	11	0	0	0	113	0	0
run06-101	39	1397	33	6	3625	0	6	26	0	11	147	171	20	3389	164	15	7	0	42	0	0	19	0	29	0	0	75	104	0	0	65	0	11	0	95	0	9	0	6	144	2	25	0	478	20	0	22	10	29	0	0	5	0	181	2566	0	383	697	35	5	107	59	0	59	184	0	0	3	7	0	43	0	634	22	241	2	3	49	0	6	0	3	1345	883	648	0	139	0	226	76	82	48	134	30	125	392	12	36	42	103	3	0	0	0	0	1127	319	117	687	0	170	676	24	0	5	39	0	2	24	0	0	23	0	7	3	77	55	0	41	4	158	267	17	0	22	0	0	0	154	33	92	0	0	0	0	0	3	147
run06-102	322	31	126	99	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4068	339	0	193	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	74	0	0	0	0	0	0	659	5	0	0	0	0	23	0	6525	2	0	4714	0	0
run06-103	0	64	0	0	19	0	0	0	2	0	0	0	0	4301	0	0	0	0	12	41	24	32	0	0	106	0	61	20	0	0	0	0	0	470	0	0	0	26	0	0	0	0	0	2	0	0	0	0	6	0	0	0	30	414	4498	517	358	498	0	0	169	3	153	3	320	0	109	514	17	82	124	58	3191	3	0	0	0	303	0	23	0	106	0	54	2280	87	193	0	4	8	12	368	42	6	0	190	16	35	13	21	0	0	0	0	0	395	0	5	0	0	28	1583	0	0	3	6	4	0	94	0	0	0	0	3	23	0	0	0	0	0	0	114	222	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0
run06-104	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	4050	0	0	6488	0	0
run06-106	0	126	3	0	749	0	0	9	0	0	2	0	0	4707	66	0	0	10	20	0	0	0	0	0	0	0	318	0	0	0	20	0	0	0	0	112	0	0	8	4	0	4	0	14	0	0	0	28	0	0	0	0	116	70	1386	97	1120	617	0	0	162	28	0	0	112	0	0	47	112	523	46	0	298	0	34	0	18	175	0	0	0	24	0	395	395	5	45	0	91	5	5	0	0	0	4	154	196	24	13	16	0	0	0	3	0	3160	0	66	103	0	46	763	8	0	2	6	3	2	11	3	0	5	0	0	0	0	45	0	0	7	0	180	0	0	2	0	0	689	0	0	3	0	0	0	0	2	0	0
run06-107	0	549	0	0	0	0	0	11	0	0	0	92	0	3254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	3	0	1009	5	73	0	0	0	0	0	0	12	39	0	46	2550	0	0	1256	0	0	0	0	0	10	737	13	0	0	0	0	16	0	490	6	0	0	0	13	0	0	0	0	4210	884	112	23	3	0	89	419	61	0	70	4	6	0	0	0	0	107	0	0	0	17	0	0	0	32	0	0	917	2	0	0	0	0	0	0	26	0	12	0	0	0	0	0	428	0	60	0	0	0	9	0	595	3	0	0	0	352	0	0	149	0	0	1	23	0
run06-109	31	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4398	0	0	326	20	191
run06-112	0	2243	0	0	1039	22	15	0	2	6	0	0	0	666	72	0	0	0	54	0	0	0	0	0	0	0	669	0	0	0	68	0	0	0	39	0	0	0	0	0	0	181	19	11	0	56	0	140	0	0	0	40	233	233	700	0	105	34	9	0	154	10	0	5	39	34	0	248	0	46	0	0	61	230	0	0	88	233	9	24	14	14	299	30	479	32	34	0	5	38	31	28	50	6	0	306	26	28	0	0	0	0	1756	8	16	1398	0	20	16	4	217	181	32	0	3	6	6	0	202	0	0	15	0	0	3	0	44	0	48	0	0	0	132	0	0	0	0	82	0	694	0	35	51	0	0	11	38	0
run06-113	168	163	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	12	0	3	0	0	0	0	13073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4623	16	0	0	0	0	0	0	142	0	0	0	0	0	4	0	2608	0	0	0	0	0
run06-114	248	10	15	217	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3231	0	6	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	2	7	1144	12	0	0	4	0	0	0	0	0	2	0	0	9	0	0	0	4	0	21	0	4210	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	2	0	6	0	0	0	4	2	0	0	0	0	0	5	0	0	8	0	0	0	0	8	21	0	0	0	2	0	0	5	0	0	0	0	39	0	0	0	6	0	0	0	0	3	44	822	0	0	0	0	0	0	7	464	0	0	0	0	0
run06-116	10	238	13	0	652	3	0	194	0	6	0	0	0	3407	0	229	0	213	109	0	0	59	0	0	0	0	39	34	0	34	60	0	0	0	9	0	0	0	7	0	0	47	0	8	0	0	0	0	0	0	0	6	0	24	1486	0	0	0	27	0	1154	0	0	16	665	0	0	0	0	0	100	0	0	185	0	0	0	393	0	0	0	144	100	1195	352	107	83	0	20	31	36	0	53	0	0	78	0	0	14	0	0	0	0	10	0	1887	0	37	0	0	0	771	11	0	0	22	0	0	0	0	0	0	0	0	0	0	29	0	18	4	0	186	0	0	66	0	0	0	0	0	0	0	3	0	0	0	2	0
run06-117	3	41	16	5	633	0	0	7	30	0	0	54	51	3010	160	104	0	155	28	106	8	149	0	0	0	0	245	103	0	8	80	160	0	0	0	387	0	41	2	0	0	0	0	66	19	28	7	244	0	10	64	58	197	1060	1916	0	97	809	4	0	604	0	0	0	311	416	0	123	13	115	110	0	1127	0	0	0	101	313	0	0	4	117	64	286	1280	37	43	0	24	0	14	371	0	0	0	313	84	137	2	77	0	2	0	3	0	6020	0	137	0	0	20	217	0	0	0	2	3	0	283	25	0	151	13	2	0	2	2	0	0	0	0	230	0	0	85	0	307	26	116	0	60	308	0	0	0	0	0	7
run06-118	18	0	19	11	804	0	0	0	0	3	0	0	0	5300	0	0	0	0	0	0	0	0	0	0	0	0	35	60	0	0	45	0	0	0	0	76	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	2	356	366	1624	0	93	395	0	0	78	0	0	45	1418	84	6	38	0	206	0	26	515	0	256	0	37	142	0	16	4	61	0	498	2015	84	64	0	112	0	138	202	0	0	0	22	216	0	0	64	0	0	0	0	0	15	0	0	0	0	483	25	2	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	718	0	183	0	0	330	0	2	0	3656	3	0	0	0	0	0
run06-121	19	16	109	2	474	0	0	1362	0	6	0	0	0	3272	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	38	0	430	35	0	0	22	0	0	0	0	0	4	1894	0	0	0	58	0	35	0	0	484	1112	33	0	2	0	784	0	0	6	57	0	0	68	17	0	0	0	431	931	907	1231	0	79	0	15	98	33	0	0	0	0	119	0	3	0	5	0	0	0	0	3	230	56	26	0	8	0	30	13	5	0	0	0	0	8	0	0	0	0	0	0	0	523	0	0	0	5	0	6	0	51	0	24	0	113	333	0	0	0	0	0	384	0	0
run06-123	0	18	13	0	95	20	14	3	4	2	37	126	56	864	24	2	0	13	30	0	1864	76	0	611	2439	0	128	106	12	0	9	157	6	0	0	4	0	0	0	0	0	0	0	52	0	0	0	26	0	0	0	5	155	447	2257	0	12	269	4	0	24	4	25	5	629	0	13	65	0	34	30	68	97	0	0	0	0	749	0	0	0	91	0	106	354	0	73	0	41	2	14	116	7	7	0	247	72	85	5	39	0	12	0	0	0	1746	0	70	0	0	106	55	2	0	0	0	0	0	302	0	0	30	3	93	0	5	36	10	0	0	0	175	0	0	0	2	9	11	25	183	0	53	150	0	0	0	156	6
run06-124	0	757	0	0	466	0	22	97	0	0	0	0	13	1798	207	0	0	0	0	0	0	0	0	0	0	0	185	29	0	0	0	0	0	0	0	29	0	0	0	0	0	17	0	56	0	0	0	0	6	0	0	651	0	231	3401	0	29	638	0	0	273	8	0	6	98	0	0	73	295	84	7	15	105	18	0	0	112	223	0	0	0	0	74	311	190	24	16	0	25	40	2	5	0	48	0	146	0	0	0	0	0	6	0	0	2	530	31	173	24	0	25	0	23	0	0	8	0	0	27	0	0	7	0	0	0	0	41	0	0	0	0	0	45	0	6	0	0	0	62	23	0	0	21	0	0	0	69	2
run06-125	0	2043	0	0	0	0	0	96	0	0	0	0	0	2491	0	0	0	0	0	0	0	0	0	0	0	0	20	45	0	0	0	0	0	0	0	346	0	0	0	0	0	13	0	15	2	0	0	0	0	0	0	0	98	1143	2164	0	230	0	0	0	33	0	12	73	356	0	0	0	0	35	0	0	129	0	2	0	38	132	0	0	0	0	759	585	190	0	36	0	0	7	7	0	34	0	0	7	0	0	0	0	0	0	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	4	27	3	0	0	130	0	68	0	0	0	0	0	23	108	0	0	6	7	0	2	0	0
run06-126	128	364	117	0	72	0	6	0	0	0	0	84	0	802	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	573	95	0	76	0	0	0	0	5	0	0	1997	0	0	386	9	0	0	0	0	0	95	0	0	0	0	0	114	7	0	13	0	0	0	0	0	0	0	0	234	4183	21	0	18	0	441	506	0	0	2	0	0	13	3	0	0	0	0	0	0	0	0	490	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	14	0	0	0	0	8	0	122	10	0	0	77	2927	28	0	0	3	0	0	0	0
